title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
🔴Bán gấp miếng đất (12.5x25m) khu vực VIP đường số khu hành chính P5Q8 - 119628981,35 tỷ,"Đường số, Phường 5, Quận 8, Tp Hồ Chí Minh",112 triệu/m²,Nam,Đã có sổ,Đất thổ cư,Mặt tiền,312.5 m²,12.5 m,25 m
"Đất chính chủ , đối diện trường THPT bình tân, xây dựng tự do - 119628654","3,6 tỷ","Đường Hồ Văn Long, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","58,06 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,62 m²,4 m,15 m
"Bán lô đất sổ hồng riêng Xã Tân Thông Hội, Củ Chi - 119628611","1,35 tỷ","Đường Lê Minh Nhựt, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","12,27 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",110 m²,5 m,22 m
Đất 5x20 đường nhựa 7m sẹc Dương Công Khi - 118533304,"3,3 tỷ","Đường Dương Công Khi, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",33 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",100 m²,5 m,20 m
BÁN ĐẤT DT 2620m ĐẤT THỔ CƯ VĨNH LỘC A BÌNH CHÁNH TP HCM - 119628224,68 tỷ,"Đường Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh","25,95 triệu/m²",,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,2620 m²,43 m,
Đất thổ cư chính chủ cần bán Cần Đước Long An - 119627882,"1,28 tỷ","Đường Phạm Văn Chí, Phường 7, Quận 6, Tp Hồ Chí Minh","4,98 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Hẻm xe hơi",257 m²,6 m,42 m
"BÁN LÔ ĐẤT ĐẸP HẺM Ô TÔ TRẦN THỊ HÈ HIỆP THÀNH CITY Q12 GIÁ RẺ 4,5 TỶ - 118624575","4,5 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",50 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90 m²,5 m,18 m
"Đất thổ cư HXH Phường Hiệp Thành, Quận 12 - 119207320","4,39 tỷ","Hẻm 240 Trần Thị Bảy, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","41,81 triệu/m²",Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",105 m²,5.8 m,20 m
Bán đất hẻm Mễ Cốc Phường 15 Quận 8. Thửa đất đẹp Chỉ 2.25 Tỷ - 119627719,"2,25 tỷ","Đường Bến Mễ Cốc, Phường 15, Quận 8, Tp Hồ Chí Minh","61,64 triệu/m²",,Đã có sổ,Đất thổ cư,,36.5 m²,7.5 m,5 m
ĐẤT ĐẸP THỔ CƯ GIÁ RẺ DT 5X12 LÊ ĐÌNH CẨN KHÔNG LỘ GIỚI - 119243854,"3,099 tỷ","Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","51,65 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,5 m,12 m
Bán lô đất phú hữu liền kề Tín hưng 990 - 119206459,"2,55 tỷ","Đường số 79, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","45,54 triệu/m²",Tây Bắc,Đã có sổ,Đất nền dự án,"Thổ cư toàn bộ,Hẻm xe hơi",56 m²,4 m,14 m
"Đất hẻm thông 1651 Lê Văn Lương, Nhơn Đức , Nhà Bè, 114,2m2 - 119627302",4 tỷ,"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","35,09 triệu/m²",,Đã có sổ,Đất thổ cư,,114 m²,5 m,22 m
Bán đất 2 mặt tiền hẻm 105 vườn lài - 118531254,"3,9 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","73,86 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",52.8 m²,4.58 m,11.8 m
Bán lô đất Nam Long Mặt Tiền Đường 20m gần Liên Phường - 119294153,"9,25 tỷ","Phước Long B, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","102,78 triệu/m²",Đông Bắc,Đã có sổ,Đất nền dự án,"Thổ cư toàn bộ,Mặt tiền",90 m²,4.5 m,20 m
Xót 1 loi đất ngang 6m cực hiếm ngay Hoàng Diệu 2 thích hợp xây CHDV - 119626762,8 tỷ,"Đường số 8, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","61,54 triệu/m²",,Đã có sổ,Đất thổ cư,,130 m²,6 m,
Bán gấp lô 5x22 kdc phân lô TCH18 sát DH giao thông vận tải giá 4.28T - 119626739,"4,28 tỷ","Đường Tân Chánh Hiệp 18, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","39,27 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,,109 m²,5 m,22 m
"Xót lô đất ngang 5m ngay Hoàng Diệu 2, hẻm Ôtô thích hợp xây CHDV - 119626235","7,5 tỷ","Đường số 8, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh","66,96 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,112 m²,5 m,
"Đất thổ cư l,hẻm ôtô 5m xã Trung Chánh,DT: 5 x 30 (CN: 151,5m2) - 118947281","4,2 tỷ","Giác Đạo, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","27,72 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,151.5 m²,5 m,30 m
"Bán gấp lô đất 93m2 Đường Đồng Tâm, xã Trung Chánh giá 1 tỷ 3, sổ sẵn - 119575206","1,3 tỷ","Đường Đồng Tâm, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh","13,98 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",93 m²,5 m,18 m
"Cần bán gấp đất 1/ Tỉnh Lộ 10, Tân Tạo, DT: 51m2, giá 2,5 tỷ - 119625895","2,5 tỷ","Đường Tỉnh lộ 10, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","48,36 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",51.7 m²,4.7 m,11 m
Bán đất 1/ Trường Lưu dự án Đại Phúc sát bên chợ Long Trường - 119625693,"4,5 tỷ","Đường Trường Lưu, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","38,46 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,117 m²,5.8 m,21 m
"Ngộp bán gấp 52m2(4x13), DA N V Ngọc, Đs8, đường 8m, P Long Phước, Q9. - 119602970","1,7 tỷ","Đường số 8, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","32,69 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",52 m²,4 m,13 m
chủ ngộp nặng - giảm hơn 10 tỷ - 119424980,30 tỷ,"Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh","67,42 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",445 m²,8 m,55 m
Đất 5x17.6m Thạnh Lộc 19 đường dự phóng 40m - 118355967,"3,85 tỷ","Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","43,75 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,88 m²,5 m,17.6 m
"Bán lô góc 107m2, KDC Sở Văn hóa Thông tin Đ. Liên Phường, Phú Hữu, Q9 - 119169424","7,6 tỷ","Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","71,03 triệu/m²",,Đã có sổ,Đất thổ cư,,107 m²,,
Đất Nền KDC Gia Long Riverside Giá Ngộp - 116273246,"5,18 tỷ","1368, Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","60,87 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",,7.5 m,12.5 m
424m2 Đất thổ cư 100% vị trí đẹp 2 mặt tiền CỦ CHI - 115006081,5 tỷ,"Đường Lê Thị Chừng, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","11,79 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư toàn bộ",424 m²,9.16 m,49.3 m
LÔ GÓC KDC THANH QUẾ - NGUYỄN BÌNH 4.25 TỶ - 119181260,"4,25 tỷ","Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","51,52 triệu/m²",,Đã có sổ,Đất nền dự án,,82.5 m²,6.6 m,12.5 m
"Đất KDC Rạch Tôm, Nhơn Đức, Nhà Bè. Sổ sẵn - 119625041","3,5 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","39,41 triệu/m²",,Đã có sổ,Đất nền dự án,,88.8 m²,5 m,18 m
"LÔ ĐẤT ĐẸP NHƠN ĐỨC SỔ SẴN 3,5 TỶ - 116166167","3,5 tỷ","Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","39,77 triệu/m²",,Đã có sổ,Đất nền dự án,,88 m²,8 m,11 m
✅ Bán Đất Xây Villa_13x17m_Đường Oto Vô Tư_Nguyễn Cửu Vân - 117024874,38 tỷ,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","175,12 triệu/m²",,Đã có sổ,Đất thổ cư,,217 m²,13 m,17 m
"Bán lô đất 105m2, 5x21, hẻm thông Đ. Võ Văn Hát, Long Trường, Quận 9 - 117823409","5,1 tỷ","Võ Văn Hát, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","48,57 triệu/m²",,Đã có sổ,Đất thổ cư,,105 m²,5 m,21 m
BÁN ĐẤT HẺM XE HƠI ĐƯỜNG THỐNG NHẤT P16 GÒ VẤP . - 119624711,5 tỷ,"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh","53,19 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Hẻm xe hơi,94 m²,4.11 m,23 m
"Bán Đất Mặt Tiền Tỉnh Lộ 2, Tân Phú Trung, Củ Chi 1100m2 Giá 22 Tỷ TL - 119303296",22 tỷ,"Đường Tỉnh Lộ 2, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất thổ cư,,1100 m²,22 m,52 m
"Lô đất mt Trần Quang Khải, Q1, đoạn 2 chiều oto, 7x39m, xd cao tầng - 119624314",120 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh","433,84 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,276.6 m²,7 m,39 m
Đất nền hẻm nhựa ô tô XDTD Bình Chánh ngay cầu Ông Thìn và QL50 - 119623847,"2,55 tỷ","Hưng Long Quy Đức, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",30 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",85 m²,5.5 m,15.2 m
Đất mặt tiền đường số 1A Tên Lửa 6x21 hướng nam - 119402342,13 tỷ,"Đường số 1, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","108,33 triệu/m²",Nam,Đã có sổ,Đất thổ cư,,120 m²,6 m,21 m
"Bán đất thổ cư 5,7 x 20m hẻm xe hơi 4 tỷ 390 tại Hiệp Thành 13 - 119230060","4,38 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","36,81 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,119 m²,5.7 m,20 m
"Kẹt tiền cần bán gấp, đất nở hậu 16m - 117793366",24 tỷ,"Hẻm 4 Bùi Cầm Hổ, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh","65,04 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",369 m²,5.15 m,35 m
Bán gấp 210m2 đất củ chi 630 triệu ngay bệnh viện xuyên á - 119475401,630 triệu,"Đường Hương Lộ 2, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",3 triệu/m²,Đông,Đã có sổ,Đất thổ cư,,210 m²,7 m,30 m
"🐲 Bán đất 4x17m hẻm xe hơi Tránh nhau 793 Trần Xuân Soạn, giá 8,2 tỷ - 119623706","8,2 tỷ","trần xuân soạn , Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","120,59 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68 m²,4 m,17 m
"Lô đất KDC Văn Minh, An Phú, 321m2 đất, mặt tiền công viên và sông - 119623452","77,136 tỷ","Lê Hữu Kiều, Phường An Phú, Quận 2, Tp Hồ Chí Minh",240 triệu/m²,,Đã có sổ,Đất thổ cư,,321.4 m²,,
đất ngay piccity tx13. đường  xe hơi - 119623317,"3,15 tỷ","tx13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","52,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,60 m²,5 m,15 m
"SIÊU PHẨM LÔ ĐẤT ĐẸP , HẺM XE HƠI , ĐINH BỘ LĨNH P26 Q.BÌNH THẠNH - 119158133","5,85 tỷ","70/16A, Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh","81,25 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,72 m²,4.5 m,16 m
"Cần bán đất gấp  P. Long Trường, Quận 9. Giá chỉ 42,7 triệu/m2. - 117703986","2,9 tỷ",Bùi Xương Trạch,"42,71 triệu/m²",Đông Nam,Đã có sổ,Đất nền dự án,Mặt tiền,67.9 m²,4.1 m,16.5 m
Đất thổ cư 5x21m mặt tiền Nguyễn Thị Ly gần Dương Công Khi Ngã 3 Giồng - 119623057,"3,5 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,02 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,106 m²,5 m,22 m
Đất mặt tiền Nguyễn Thị Ly xã Xuân Thới Sơn - 119623030,"3,49 tỷ","Đường Nguyễn Thị Ly, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh","33,24 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,105 m²,,
khu đường nhựa vỉa hè.khu víp đẹp nhất quận 12 - 119622993,"3,14 tỷ","Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","52,33 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,60 m²,4 m,15 m
"bán nền sổ cá nhân khu Nam Rạch Chiếc, An Phú Quận 2 - 116032366","8,99 tỷ","An Phú, Phường An Phú, Quận 2, Tp Hồ Chí Minh","112,38 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",80 m²,5 m,16 m
"Đất vuông vức MT nhựa 5*25 hợp xây ở - đầu tư, ra TL2 300m - giá 690tr - 119241452",690 triệu,"Đường Nguyễn Thị Tắng, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","5,52 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,125 m²,5 m,25 m
Bán gấp 120m2 đất ngay cầu vượt củ chi 580 triệu ngay chợ gần bến xe - 119431614,580 triệu,"Đường Đỗ Đình Nhân, Thị trấn Củ Chi, Huyện Củ Chi, Tp Hồ Chí Minh","4,83 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,,120 m²,6 m,20 m
BÁN 218M ĐẤT THỔ CƯ MT ĐƯỜNG TRUNG AN CÁCH SÔNG SG 900M - 117310384,"2,6 tỷ","775, Đường Trung An, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh","11,93 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,Mặt tiền,,5 m,44 m
"Đất VIP Ngang 9m_204m2 Full Thổ Cư_Hẻm Xe Tải 2,5 Tấn_1/ Lê Đức Thọ - 118280414","13,4 tỷ","Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","65,69 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,204 m²,9 m,24 m
Bán đất mặt tiền nhựa lớn dt 5-30 giá 5tỷ 850tr ngay trung tâm hóc môn - 119372137,"5,85 tỷ","Tân Xuân 2, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",39 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,150 m²,5 m,30 m
Đất MT TX39 lô góc 2 MT 9x16 140m2 có 62m2 TC đường xe tải thông - 117011474,"3,98 tỷ","Thạnh Xuân 39, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","28,43 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Thổ cư 1 phần,Mặt tiền,Hẻm xe hơi",140 m²,9 m,16 m
"Đất 1/ ngắn 20m Đường 7m xe tải bờ kênh APĐ01 ngay chợ Vườn Lài 4,1x13 - 118883961","3,59 tỷ","An phú Đông 01, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","71,80 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",50 m²,4.1 m,12.5 m
Cần bán gấp lô đất rẻ nhất khu tên lữa 4.5x20m gần siêu thị AEON 8 tỷ - 118859265,8 tỷ,"Đường số 21, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","88,89 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",90 m²,4.5 m,20 m
"Đất KDC an ninh, tiềm năng sinh lời cao, sổ sẵn, công chứng nhanh - 119622425",3 tỷ,"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh","33,33 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,4.05 m,22 m
"Bán Lô 450m2 thổ cư, 1 mặt tiền đường Cạnh Cạn Phúc City - 119598086","35,5 tỷ","Đường số 3, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","78,89 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,450 m²,15 m,30 m
Cần bán gấp lô đất 32x90 MT tỉnh lộ 15 Tân Thạnh Đông Củ Chi - 119622280,43 tỷ,"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","15,44 triệu/m²",Đông,Đã có sổ,Đất thổ cư,Mặt tiền,2785.1 m²,32 m,90 m
"Đất 8,10*30m Shr mt  kd buôn bán đg Thái T Giữ gần chợ Cây Me Bà Điểm - 119622203","15,5 tỷ","Đường Thái Thị Giữ, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","64,58 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,240 m²,8.1 m,30 m
"BÁN ĐẤT THỔ CƯ TẠI HẺM 1991 LÊ VĂN LƯƠNG, DT 89M2 - 117639131","3,2 tỷ","867 nguyễn bình, ấp 2, nhơn đức, nhà bè.","35,96 triệu/m²",Đông,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",89 m²,4 m,22 m
Bán đất 60.4m2 hẻm lớn 1135 Huỳnh Tấn Phát - 115366410,"3,6 tỷ","1135, Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","59,60 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Thổ cư toàn bộ,60.4 m²,4.05 m,15 m
Nền Đất Đường số 6 - Cách Nguyễn Duy Trinh 70m - 119599348,"3,49 tỷ","Đường số 6, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","50,95 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68.5 m²,4.2 m,16.5 m
Bán lô góc dự án An Thiên Lý chỉ 70tr/m ngay Đường D10 giá tốt - 119004607,"10,4 tỷ","Dương Đình Hội, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","69,80 triệu/m²",,Đã có sổ,Đất nền dự án,,149 m²,,
"Bán Đất Ngã 3 Hoàng Hữu Nam, Lê Văn Việt, Long Thạnh Mỹ, Quận 9 giá 3t - 119622074",3 tỷ,"Đường Hoàng Hữu Nam, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",50 m²,,
"Bán lô đất 52m2 hẻm xe tải 8m đường Nguyễn Ảnh Thủ, P Hiệp Thành, Q 12 - 119621928","3,3 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","64,71 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,51 m²,4.5 m,12 m
"🔥 Nhà Bán 68 Đường 10A Tiền Đường 12m KDCVL,✅ Đối Diện Công Viên,6-20m - 114507766","7,55 tỷ","68, Đường 10A, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","62,92 triệu/m²",Tây,Đã có sổ,Đất thổ cư,Mặt tiền,120 m²,6 m,20 m
"Đất Nền Khu Dân Cư Phú Mỹ - Chợ Lớn Quận 7| 5x18,5m - 119180181","10,5 tỷ","Đường Nguyễn Lương Bằng nối dài, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","113,51 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Mặt tiền,92.5 m²,5 m,18.5 m
"EM CHÍNH CHỦ CẦN BÁN GẤP ĐẤT NÔNG NGHIỆP,DT:5x15,6- GIÁ:1 tỷ ( TL) - 117287921",1 tỷ,"TX31, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","11,72 triệu/m²",Tây,Đang chờ sổ,Đất nông nghiệp,Hẻm xe hơi,85.3 m²,5 m,15.6 m
"ĐÁT NỀN THỔ CƯ ⛔️ HẺM 2552 HUỲNH TẤN PHÁT, NHÀ BÈ| 80m2 - 117439846",4 tỷ,"2552, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",50 triệu/m²,Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,6.2 m,13 m
"Bán Lô Đất Thổ cư SHR dt 6,2x18 vị trí đẹp 1/ Đường lớn Đông Thạnh HM - 117548869","2,95 tỷ","Đông Thạnh 8, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh","27,31 triệu/m²",,Đã có sổ,Đất thổ cư,,108 m²,6.2 m,18 m
"CHÍNH CHỦ BÁN LÔ ĐẤT THỔ CƯ 53M GẦN CTY NHỰA DUY TÂN AN LẠC, SỔ SẴN - 119621438","3,45 tỷ","Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","65,09 triệu/m²",,Đã có sổ,Đất thổ cư,"Thổ cư toàn bộ,Mặt tiền",53 m²,4 m,13.4 m
Bán Đất Khu Anh Tuấn Green RiverSide Huỳnh Tấn Phát| 5×17m - 119347842,"4,6 tỷ","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","54,12 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,85 m²,5 m,17 m
"Bán đất cạnh hxh Võ thị nhờ 487 htp - 68,8m2 xd tự do - chỉ 4.5 tỷ tl - 119621289","4,5 tỷ","Đường Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","65,41 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68.8 m²,4.3 m,16 m
LÔ ĐẤT 1045M2 - 2 MẶT TIỀN - KHU DÂN CƯ MỚI MÀ CHỈ NHỈNH 3 TỶ - 119369786,"3,8 tỷ","Tập Đoàn 5, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh","3,64 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,1045 m²,20 m,52 m
Bán đất Lã Xuân Oai - Cách mặt tiền lã xuân oai chỉ 100m - 119217043,"3,4 tỷ","Đường Lã Xuân Oai, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",68 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50 m²,4.55 m,11 m
Đất Thổ Cư Đường Làng Tăng Phú - Giá Chỉ -3ty250 - 119193459,"3,25 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, Quận 9, Tp Hồ Chí Minh","64,48 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,50.4 m²,4.2 m,10.8 m
"Đất thổ cư 100%, 60m2. HXH 7m trục bờ kè Phan Huy Ích Gò Vấp - 119217470","6,6 tỷ","215 , Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",110 triệu/m²,Đông Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",60 m²,4 m,15 m
"Bán lô đất khu an ninh đường 64 BTĐ DT 80m2 giá 7.6 tỷ, sổ hồng ạ - 119236605","7,6 tỷ","Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",95 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,80 m²,4 m,20 m
Nền Đất Đẹp - Đường 6 Nguyễn Duy Trinh 3.5 Tỷ /68m2 - 119365749,"3,5 tỷ","Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","51,47 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,68 m²,4.2 m,16 m
Đất dự án KDC lập phúc.phước kiển. - 116332679,"9,7 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","57,06 triệu/m²",,Đã có sổ,Đất thổ cư,,170 m²,8.5 m,20 m
Bán 13.000m2 Đất Đường Trần Đại Nghĩa Siêu Rẻ. - 110813638,"19,8 tỷ","Trần đại nghĩa, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","1,52 triệu/m²",,,Đất nông nghiệp,,13000 m²,130 m,114 m
"Bán đất hẻm 47 Trường Lưu 50,4m2 Giá 2,370ty - 119620407","2,37 tỷ","Đường Trường Lưu, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","47,02 triệu/m²",,Đã có sổ,Đất nền dự án,Hẻm xe hơi,50.4 m²,,
Bán lô  Đất Góc 2 mặt khu Bình Phú DT 4x20 hướng tây nam - 115383776,"9,9 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, Tp Hồ Chí Minh","123,75 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Mặt tiền,80 m²,4 m,20 m
