price,commercial_type,furnishing_sell,size,ward,district
2150000000.0,Văn phòng,Hoàn thiện cơ bản,17.0,Phường 4,Quận 6
8000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,32.0,Phường Nguyễn Cư Trinh,Quận 1
1200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,124.0,Phường 15,Quận Tân Bình
33000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,26.0,Phường Bình Hưng Hòa,Quận Bình Tân
8590000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,88.0,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức
11200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường Tam Bình (Quận Thủ Đức cũ),Thành phố Thủ Đức
32000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,323.0,Phường Đông Hưng Thuận,Quận 12
12700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường Tân Thành,Quận Tân Phú
14800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.1,Phường Tân Thành,Quận Tân Phú
10600000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,112.0,Phường Hiệp Tân,Quận Tân Phú
10500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,62.35,Phường Phú Trung,Quận Tân Phú
1400000000.0,Officetel,Hoàn thiện cơ bản,26.7,Phường Tân Phong,Quận 7
30000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Thạnh Lộc,Quận 12
12800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,180.0,Phường Tân Thới Nhất,Quận 12
17500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,320.0,Phường Thạnh Lộc,Quận 12
8000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Xã Thới Tam Thôn,Huyện Hóc Môn
5850000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,60.0,Phường Thạnh Lộc,Quận 12
380000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,112.0,Phường Hiệp Thành,Quận 12
330000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150.0,Phường Tân Tạo,Quận Bình Tân
4350000000.0,Shophouse,Hoàn thiện cơ bản,82.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
27000000000.0,Văn phòng,Hoàn thiện cơ bản,137.0,Phường 8,Quận Phú Nhuận
8500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,72.0,Phường Phú Trung,Quận Tân Phú
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,320.0,Phường Tân Thới Nhất,Quận 12
6700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,85.0,Phường Bình Hưng Hoà A,Quận Bình Tân
16899999999.999998,Văn phòng,Hoàn thiện cơ bản,71.0,Phường 8,Quận Phú Nhuận
5500000000.0,Shophouse,Hoàn thiện cơ bản,115.0,Xã Phú Xuân,Huyện Nhà Bè
9000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,89.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
10600000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
21000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,88.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
11000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,130.6,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
968000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,24.0,Phường 4,Quận 10
10800000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,32.0,Phường 4,Quận Tân Bình
300000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,25.0,Phường 1,Quận 5
2400000000.0,Shophouse,Hoàn thiện cơ bản,50.0,Xã Phú Xuân,Huyện Nhà Bè
5800000000.0,Shophouse,Hoàn thiện cơ bản,151.0,Phường 6,Quận 8
290000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,400.0,Phường 11,Quận Tân Bình
480000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,300.0,Phường Thạnh Lộc,Quận 12
2300000000.0,Shophouse,Hoàn thiện cơ bản,50.0,Xã Phú Xuân,Huyện Nhà Bè
145000000.0,Shophouse,Bàn giao thô,80.0,Xã Phước Kiển,Huyện Nhà Bè
9500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Xã Phước Kiển,Huyện Nhà Bè
2400000000.0,Shophouse,Bàn giao thô,103.0,Phường Tân Phú (Quận 9 cũ),Thành phố Thủ Đức
440000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường Sơn Kỳ,Quận Tân Phú
17450000000.0,Shophouse,Bàn giao thô,239.0,Phường An Lạc,Quận Bình Tân
350000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,80.0,Phường 7,Quận Bình Thạnh
250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,150.0,Phường 13,Quận Tân Bình
7800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,133.0,Phường An Lạc,Quận Bình Tân
7700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,95.0,Phường 9,Quận Gò Vấp
290000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,280.0,Xã Tân Xuân,Huyện Hóc Môn
3700000000.0,Shophouse,Hoàn thiện cơ bản,62.0,Phường 7,Quận 8
16899999999.999998,Văn phòng,Nội thất đầy đủ,60.0,Phường 14,Quận 11
2400000000.0,Shophouse,Hoàn thiện cơ bản,52.0,Xã Phú Xuân,Huyện Nhà Bè
10000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,56.0,Phường Bình Hưng Hoà B,Quận Bình Tân
6000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,44.0,Phường Bình Hưng Hoà A,Quận Bình Tân
16000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,121.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
12900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường An Lạc A,Quận Bình Tân
17930000000.0,Shophouse,Bàn giao thô,292.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
25500000000.0,Văn phòng,Hoàn thiện cơ bản,385.0,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức
15000000000.0,Shophouse,Hoàn thiện cơ bản,85.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
42000000000.0,Officetel,Hoàn thiện cơ bản,121.0,Phường 9,Quận Phú Nhuận
15000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,500.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
6500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,240.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
10800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức
330000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường 12,Quận Tân Bình
200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,130.0,Phường Tân Quý,Quận Tân Phú
200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,80.0,Phường Sơn Kỳ,Quận Tân Phú
650000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,209.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
5100000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,80.0,Phường Thạnh Lộc,Quận 12
5300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,68.0,Phường Thạnh Lộc,Quận 12
27500000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,85.0,Phường 2,Quận Phú Nhuận
21000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,500.0,Xã Lê Minh Xuân,Huyện Bình Chánh
21000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
17500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường Tân Thành,Quận Tân Phú
40000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,450.2,Xã Tân Kiên,Huyện Bình Chánh
8600000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
13200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,132.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
7700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,108.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
10500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,92.0,Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức
6300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,60.0,Phường 5,Quận 8
11000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,80.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
19500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,154.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
10000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,94.0,Phường Hiệp Phú (Quận 9 cũ),Thành phố Thủ Đức
26000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,42.0,Phường 10,Quận 10
7300000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,94.65,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,360.0,Phường Bình Hưng Hòa,Quận Bình Tân
65000000.0,Shophouse,Hoàn thiện cơ bản,72.0,Phường Sơn Kỳ,Quận Tân Phú
14500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,110.0,Phường 1,Quận Gò Vấp
12000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,500.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
3200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,12.0,Phường 5,Quận Tân Bình
30000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,98.7,Phường 9,Quận Phú Nhuận
26000000000.0,Shophouse,Bàn giao thô,100.0,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức
26000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,108.0,Phường 15,Quận 10
5800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,112.0,Xã Vĩnh Lộc A,Huyện Bình Chánh
13500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,546.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
35000000000.0,Văn phòng,Hoàn thiện cơ bản,250.0,Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức
19500000000.0,Shophouse,Nội thất đầy đủ,70.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
2300000000.0,Shophouse,Bàn giao thô,302.0,Phường Sơn Kỳ,Quận Tân Phú
24000000000.0,Shophouse,Bàn giao thô,85.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
12500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,122.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
11000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức
12000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,240.0,Xã Tân Kiên,Huyện Bình Chánh
6500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,55.5,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức
7900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,71.0,Phường 1,Quận Gò Vấp
10300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Xã Phú Xuân,Huyện Nhà Bè
6860000000.0,Shophouse,Hoàn thiện cơ bản,163.0,Thị trấn Tân Túc,Huyện Bình Chánh
22000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,242.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
5400000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,44.0,Phường 6,Quận 4
11000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,281.0,Phường Thạnh Xuân,Quận 12
2200000000.0,Shophouse,Hoàn thiện cơ bản,68.0,Phường 14,Quận Gò Vấp
42000000000.0,Shophouse,Hoàn thiện cơ bản,523.0,Phường Sơn Kỳ,Quận Tân Phú
10200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
8580000000.0,Shophouse,Hoàn thiện cơ bản,104.0,Xã Bình Hưng,Huyện Bình Chánh
19000000000.0,Shophouse,Hoàn thiện cơ bản,280.0,Phường Tân Phong,Quận 7
12800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,204.0,Phường Tân Thới Hiệp,Quận 12
15900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Xã Bà Điểm,Huyện Hóc Môn
400000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường 13,Quận Tân Bình
280000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,78.0,Phường Hiệp Tân,Quận Tân Phú
18800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường 7,Quận Gò Vấp
280000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,160.0,Phường Tân Sơn Nhì,Quận Tân Phú
14500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường Bình Hưng Hoà A,Quận Bình Tân
230000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,140.0,Phường Tam Phú (Quận Thủ Đức cũ),Thành phố Thủ Đức
765000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,20.0,Thị trấn Củ Chi,Huyện Củ Chi
12100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,171.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
12000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,43.0,Phường 13,Quận Phú Nhuận
12000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,27.0,Phường 2,Quận Tân Bình
13000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,208.0,Phường An Phú Đông,Quận 12
15500000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,152.0,Phường Tân Quý,Quận Tân Phú
9000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,286.0,Phường Thạnh Xuân,Quận 12
2450000000.0,Shophouse,Hoàn thiện cơ bản,120.0,Phường Tân Thới Nhất,Quận 12
12500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,95.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường 7,Quận Gò Vấp
9000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,344.0,Phường Thạnh Xuân,Quận 12
4300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,70.0,Phường Tân Chánh Hiệp,Quận 12
16829999999.999998,Mặt bằng kinh doanh,Nội thất cao cấp,58.0,Phường 14,Quận Tân Bình
41000000000.0,Mặt bằng kinh doanh,Bàn giao thô,131.0,Phường 12,Quận 3
7390000000.0,Shophouse,Hoàn thiện cơ bản,85.0,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức
9000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,18.0,Phường 9,Quận 3
8600000000.0,Shophouse,Hoàn thiện cơ bản,105.0,Xã Bình Hưng,Huyện Bình Chánh
27200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,130.0,Phường 14,Quận Bình Thạnh
16800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,78.0,Phường 5,Quận 8
25500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150.0,Phường 4,Quận 8
12500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,160.0,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức
13000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,48.2,Phường 25,Quận Bình Thạnh
150000000.0,Shophouse,Hoàn thiện cơ bản,35.0,Phường Tân Phong,Quận 7
1340000000.0,Shophouse,Hoàn thiện cơ bản,65.0,Phường Tân Tạo,Quận Bình Tân
150000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,35.0,Phường Bình Trị Đông B,Quận Bình Tân
12000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,55.0,Phường 2,Quận Tân Bình
11000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,42.0,Phường 11,Quận Tân Bình
7900000000.0,Shophouse,Hoàn thiện cơ bản,202.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
130000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,160.0,Phường Bình Hưng Hoà B,Quận Bình Tân
8000000000.0,Shophouse,Hoàn thiện cơ bản,50.0,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức
32400000000.0,Shophouse,Bàn giao thô,197.76,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức
1250000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,190.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
4800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,250.0,Xã Xuân Thới Sơn,Huyện Hóc Môn
5600000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,60.0,Phường Thới An,Quận 12
9000000000.0,Shophouse,Hoàn thiện cơ bản,115.0,Phường Thạnh Xuân,Quận 12
5350000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,43.0,Phường An Lạc A,Quận Bình Tân
26000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,160.0,Phường Thạnh Xuân,Quận 12
3500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,40.0,Phường Bình Hưng Hòa,Quận Bình Tân
17500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,438.0,Xã Bà Điểm,Huyện Hóc Môn
10500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Phường Phước Bình (Quận 9 cũ),Thành phố Thủ Đức
250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Bình Hưng Hòa,Quận Bình Tân
12900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,108.0,Phường Tân Quý,Quận Tân Phú
5500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,117.6,Xã Thới Tam Thôn,Huyện Hóc Môn
19000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,191.0,Phường Bình Hưng Hoà B,Quận Bình Tân
7900000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,80.0,Phường Thạnh Xuân,Quận 12
13500000000.0,Shophouse,Nội thất đầy đủ,92.0,Phường Tân Phú,Quận 7
7450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,67.0,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức
6100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,577.0,Xã Phạm Văn Hai,Huyện Bình Chánh
12000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,154.0,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức
280000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,220.0,Phường Bình Hưng Hòa,Quận Bình Tân
430000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Tân Tạo A,Quận Bình Tân
470000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150.0,Phường 14,Quận Bình Thạnh
500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức
800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,210.0,Phường 25,Quận Bình Thạnh
8480000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,72.0,Phường Tân Quý,Quận Tân Phú
700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,238.0,Phường 12,Quận Gò Vấp
230000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,185.0,Phường An Lạc,Quận Bình Tân
800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,400.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
290000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,280.0,Xã Tân Xuân,Huyện Hóc Môn
400000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,250.0,Phường Tân Chánh Hiệp,Quận 12
1050000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Bình Trị Đông,Quận Bình Tân
1200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường 14,Quận Gò Vấp
140000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,378.0,Phường Tân Tạo,Quận Bình Tân
500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,220.0,Phường Bình Hưng Hòa,Quận Bình Tân
220000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150.0,Xã Trung Chánh,Huyện Hóc Môn
450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Thạnh Lộc,Quận 12
1100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,320.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
2500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,350.0,Phường Cô Giang,Quận 1
480000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường 12,Quận Gò Vấp
1900000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,520.0,Xã Phước Vĩnh An,Huyện Củ Chi
3300000000.0,Shophouse,Hoàn thiện cơ bản,12.0,Phường 11,Quận Phú Nhuận
13000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,205.0,Phường Bình Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức
35000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,175.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
380000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,90.0,Phường Tân Kiểng,Quận 7
200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75.0,Phường 12,Quận Tân Bình
170000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,54.0,Phường Phú Thạnh,Quận Tân Phú
220000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,150.0,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức
220000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
120000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,60.0,Phường Tân Tạo,Quận Bình Tân
130000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,50.0,Phường Phú Thạnh,Quận Tân Phú
3000000000.0,Shophouse,Hoàn thiện cơ bản,65.0,Phường Phú Thuận,Quận 7
5500000000.0,Shophouse,Hoàn thiện cơ bản,130.0,Phường Phú Thuận,Quận 7
550000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường 8,Quận Gò Vấp
140000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,35.0,Phường 12,Quận Bình Thạnh
450000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường 25,Quận Bình Thạnh
550000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,64.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
420000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,123.0,Phường 4,Quận 8
250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường Tân Quý,Quận Tân Phú
75000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,84.0,Phường 4,Quận Tân Bình
5200000000.0,Shophouse,Hoàn thiện cơ bản,132.5,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
5200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,132.5,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
22500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,473.0,Phường Sơn Kỳ,Quận Tân Phú
20000000000.0,Văn phòng,Nội thất đầy đủ,134.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
15000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,206.0,Phường Hiệp Thành,Quận 12
27000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,400.0,Phường Thạnh Xuân,Quận 12
60000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Xã Vĩnh Lộc B,Huyện Bình Chánh
14000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường 4,Quận 6
70000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,35.0,Phường 12,Quận Gò Vấp
9790000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,96.0,Phường Đông Hưng Thuận,Quận 12
20000000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,160.0,Xã Phước Kiển,Huyện Nhà Bè
35000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,135.0,Phường Tân Quy,Quận 7
170000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,84.0,Phường Tân Hưng,Quận 7
400000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường 13,Quận Tân Bình
250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,170.0,Phường 13,Quận Tân Bình
220000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,70.0,Phường 13,Quận Tân Bình
330000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,120.0,Phường Tân Sơn Nhì,Quận Tân Phú
160000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường 7,Quận Tân Bình
15500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,35.0,Phường Tân Định,Quận 1
6700000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường Linh Xuân (Quận Thủ Đức cũ),Thành phố Thủ Đức
160000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường 17,Quận Gò Vấp
700000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,250.0,Phường Bình Hưng Hoà A,Quận Bình Tân
220000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,70.0,Phường 13,Quận Tân Bình
